-1	-75	3
-9	45	3
-1	-75	3
-10	-150	3
57	145	4
-33	-15	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-24	-150	3
-23	-105	3
-1	-75	3
-47	-45	3
-31	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-14	-120	3
-13	-75	3
-14	-180	3
-48	-210	3
-54	-180	3
-34	-120	3
-1	-75	3
-72	-180	3
-16	-180	3
-12	60	3
-33	-45	3
-1	-75	3
-14	-120	3
-11	-195	3
-78	-210	3
-9	-75	3
-1	-75	3
-47	-15	3
-13	-165	3
-11	-105	3
-19	-195	3
-1	-75	3
-1	-75	3
-30	-180	3
-1	-75	3
-11	-225	3
-176	-210	3
-28	-60	3
-13	-105	3
-51	-225	3
-1	-75	3
-1	-75	3
-20	-90	3
-1	-75	3
-1	-75	3
-51	-15	3
-1	-75	3
156	260	5
-46	-240	3
-1	-75	3
-1	-75	3
-10	-120	3
-14	-90	3
-20	-180	3
-1	-75	3
-31	-195	3
13	205	4
-16	-120	3
85	145	4
-6	-150	3
-1	-75	3
-1	-75	3
-7	-15	3
-81	-105	3
-1	-75	3
45	-35	4
-78	-300	3
-1	-75	3
-6	0	3
-43	45	3
-1	-75	3
-35	-225	3
-1	-75	3
-1	-75	3
-49	-345	3
-1	-75	3
-73	15	3
-31	-165	3
-1	-75	3
-1	-75	3
-13	-135	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
71	175	4
-1	-75	3
-45	-135	3
-34	30	3
-38	0	3
-1	-75	3
-1	-75	3
-28	-30	3
-21	-165	3
80	280	4
-1	-75	3
-1	-75	3
-24	-90	3
-31	-225	3
-1	-75	3
-1	-75	3
-1	-75	3
-23	-195	3
-1	-75	3
76	160	4
-29	165	3
-1	-75	3
-17	-165	3
-78	-90	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-34	-270	3
-14	-120	3
-1	-75	3
38	220	4
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-8	-120	3
-23	-45	3
-1	-75	3
-14	-90	3
-10	-210	3
-1	-75	3
-25	-225	3
-1	-75	3
-1	-75	3
-73	-135	3
-1	-75	3
-1	-75	3
-11	-105	3
39	25	4
-42	-210	3
-1	-75	3
-1	-75	3
-16	-210	3
-1	-75	3
-1	-75	3
-20	-120	3
-20	-150	3
-1	-75	3
-10	-120	3
74	40	4
-1	-75	3
-7	-165	3
-49	105	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-13	-165	3
-1	-75	3
-65	-345	3
-1	-75	3
82	70	4
-49	-135	3
-9	-135	3
-37	-105	3
-6	-90	3
-1	-75	3
-1	-75	3
-1	-75	3
-16	-30	3
-22	-90	3
-18	-210	3
-36	60	3
-26	-150	3
-108	-90	3
-25	-105	3
-1	-75	3
-29	-165	3
-1	-75	3
-69	75	3
-1	-75	3
-1	-75	3
-1	-75	3
-77	-195	3
-1	-75	3
-1	-75	3
7	25	4
-1	-75	3
-28	-180	3
-24	-90	3
-10	-150	3
-1	-75	3
-12	-180	3
-1	-75	3
-13	75	3
-1	-75	3
-1	-75	3
-34	-60	3
-35	-225	3
-10	-180	3
-1	-75	3
-1	-75	3
-10	-210	3
-22	-120	3
-1	-75	3
-22	-90	3
-31	-135	3
-16	30	3
-51	-195	3
-1	-75	3
-1	-75	3
-1	-75	3
-66	-180	3
-29	-135	3
-1	-75	3
61	-65	4
-13	-225	3
-1	-75	3
-1	-75	3
-21	45	3
-1	-75	3
-26	30	3
-44	-180	3
-1	-75	3
-16	-180	3
-10	-120	3
-1	-75	3
-6	-150	3
-80	-210	3
-22	-180	3
-1	-75	3
-1	-75	3
57	85	4
-9	-195	3
-23	-75	3
-1	-75	3
-1	-75	3
-15	-165	3
-30	-30	3
-1	-75	3
-12	-180	3
-20	-120	3
-1	-75	3
-11	-195	3
67	55	4
-9	-45	3
-10	-180	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-76	-90	3
-43	-195	3
-20	-150	3
-35	-165	3
-1	-75	3
-1	-75	3
-35	-75	3
-20	-120	3
-56	-30	3
-19	-195	3
-1	-75	3
-22	-150	3
-7	-45	3
-1	-75	3
-1	-75	3
-1	-75	3
-27	-195	3
-1	-75	3
-23	-165	3
-34	0	3
-1	-75	3
-10	-60	3
-1	-75	3
-1	-75	3
-1	-75	3
-14	-150	3
-29	75	3
-18	-120	3
-1	-75	3
-1	-75	3
-26	60	3
-1	-75	3
-1	-75	3
-1	-75	3
-24	0	3
-1	-75	3
-22	90	3
-29	-105	3
-25	-75	3
-18	-210	3
-26	60	3
-1	-75	3
-19	-165	3
-1	-75	3
-13	-225	3
-1	-75	3
-28	-210	3
-20	-240	3
-1	-75	3
-1	-75	3
-20	-180	3
-27	-165	3
-1	-75	3
69	85	4
-1	-75	3
179	215	5
-38	-120	3
-1	-75	3
-1	-75	3
-1	-75	3
-14	-60	3
-1	-75	3
-1	-75	3
-1	-75	3
-75	105	3
-1	-75	3
-7	-135	3
-1	-75	3
-1	-75	3
-1	-75	3
-14	-60	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-26	-180	3
-32	-60	3
-1	-75	3
88	40	4
-1	-75	3
-1	-75	3
59	-35	4
-1	-75	3
-1	-75	3
-20	-120	3
-9	-195	3
-24	0	3
-25	-255	3
-48	-270	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-32	-120	3
-1	-75	3
-1	-75	3
-7	-135	3
-1	-75	3
-1	-75	3
-11	-135	3
-1	-75	3
-22	-60	3
-13	-255	3
-25	-75	3
-1	-75	3
-9	-195	3
-14	30	3
72	100	4
-7	-165	3
-1	-75	3
-17	-225	3
-1	-75	3
-1	-75	3
-30	-150	3
-37	-165	3
-33	-255	3
-1	-75	3
-1	-75	3
-10	30	3
-8	0	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-69	-285	3
-1	-75	3
-1	-75	3
-24	-210	3
-13	-165	3
-27	-75	3
-1	-75	3
-8	0	3
-1	-75	3
-1	-75	3
-1	-75	3
57	-95	4
-12	-150	3
-63	-315	3
-1	-75	3
64	10	4
-30	90	3
-76	-120	3
-1	-75	3
-52	-240	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-9	-135	3
-1	-75	3
-45	-105	3
-1	-75	3
-1	-75	3
-79	-105	3
-1	-75	3
-11	-165	3
-1	-75	3
-1	-75	3
-1	-75	3
-9	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-14	-60	3
-1	-75	3
-1	-75	3
-1	-75	3
-42	-210	3
-18	-240	3
-30	-270	3
-1	-75	3
-6	-150	3
-8	-120	3
-41	15	3
70	130	4
-1	-75	3
-65	-285	3
-1	-75	3
-1	-75	3
-31	-15	3
-23	15	3
-1	-75	3
-1	-75	3
-23	45	3
-11	-75	3
-20	-210	3
-24	-210	3
-1	-75	3
91	115	4
-34	-210	3
-50	-150	3
-1	-75	3
-1	-75	3
-29	-225	3
-1	-75	3
-19	-15	3
-1	-75	3
44	-20	4
-18	-120	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-41	105	3
-61	-75	3
-21	-135	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-28	-120	3
-37	-195	3
-1	-75	3
-9	-75	3
-18	-60	3
-88	-240	3
-1	-75	3
-65	-45	3
-1	-75	3
-1	-75	3
-8	-150	3
-1	-75	3
-1	-75	3
-80	-150	3
-1	-75	3
-19	-135	3
-34	-120	3
-114	-270	3
-1	-75	3
-48	-300	3
-1	-75	3
-1	-75	3
-11	-105	3
-10	-90	3
-12	30	3
-1	-75	3
90	100	4
-7	-135	3
-1	-75	3
-1	-75	3
-1	-75	3
-7	-45	3
-1	-75	3
-1	-75	3
-1	-75	3
-44	-180	3
-19	-45	3
-13	-195	3
-6	-150	3
-1	-75	3
-43	-105	3
-1	-75	3
-38	-120	3
-1	-75	3
65	85	4
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-21	-135	3
-15	-105	3
-1	-75	3
-1	-75	3
-1	-75	3
-39	-225	3
-16	-120	3
-27	-255	3
-1	-75	3
-1	-75	3
-1	-75	3
-10	-150	3
-46	-120	3
-1	-75	3
-1	-75	3
-47	-195	3
-1	-75	3
-27	-195	3
-34	30	3
-17	-15	3
-1	-75	3
-17	-75	3
-1	-75	3
-1	-75	3
-10	-120	3
-13	-165	3
-11	-135	3
-12	-90	3
-1	-75	3
-13	105	3
-51	-15	3
-16	-120	3
-1	-75	3
-62	-90	3
-15	-195	3
-1	-75	3
-1	-75	3
-10	-210	3
-1	-75	3
-1	-75	3
-9	-105	3
-18	-180	3
-1	-75	3
-16	-150	3
-1	-75	3
-1	-75	3
-37	15	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-25	-15	3
-1	-75	3
-1	-75	3
-22	-90	3
-1	-75	3
-25	-195	3
-1	-75	3
-17	-195	3
70	70	4
-1	-75	3
-10	-120	3
-1	-75	3
-19	-285	3
-33	-165	3
-1	-75	3
-1	-75	3
-1	-75	3
-18	-120	3
-1	-75	3
-1	-75	3
86	-110	4
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-55	-135	3
-7	-165	3
-1	-75	3
-21	-105	3
-1	-75	3
-1	-75	3
-1	-75	3
-19	-105	3
-1	-75	3
-1	-75	3
-50	30	3
-52	-180	3
-11	-195	3
-1	-75	3
-1	-75	3
-33	-105	3
-1	-75	3
-35	-225	3
-17	-225	3
-57	-195	3
46	430	4
-1	-75	3
-24	-150	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-46	0	3
-29	-75	3
-1	-75	3
-12	-150	3
-13	-225	3
-1	-75	3
-1	-75	3
-16	-180	3
-1	-75	3
-82	-120	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-10	-120	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-82	-210	3
-41	-75	3
-20	-120	3
-1	-75	3
-20	-180	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-6	-60	3
-15	-195	3
-1	-75	3
-90	-90	3
-31	-345	3
-1	-75	3
-8	-150	3
54	70	4
-1	-75	3
-8	-120	3
-8	-120	3
-1	-75	3
-33	-195	3
-16	-150	3
-33	-135	3
-1	-75	3
-1	-75	3
-33	15	3
-12	-150	3
-1	-75	3
-69	-135	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-6	-150	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-10	-60	3
-1	-75	3
-1	-75	3
-7	-165	3
-16	-240	3
-32	-60	3
-1	-75	3
-13	-165	3
-56	-210	3
-7	-165	3
-1	-75	3
70	40	4
-1	-75	3
-11	-195	3
-1	-75	3
-20	-180	3
-55	-195	3
-13	-195	3
-17	-165	3
-1	-75	3
-1	-75	3
-11	-165	3
-1	-75	3
-72	-150	3
-13	-135	3
-24	-150	3
-1	-75	3
-59	45	3
-18	0	3
-58	-30	3
-1	-75	3
-15	-255	3
-1	-75	3
-65	15	3
-1	-75	3
-25	-165	3
-6	0	3
-1	-75	3
-1	-75	3
-72	-240	3
-1	-75	3
-15	-285	3
-1	-75	3
-8	-30	3
-1	-75	3
-30	-210	3
-22	-270	3
-1	-75	3
-1	-75	3
-27	45	3
-26	30	3
86	-20	4
-28	-210	3
-1	-75	3
-1	-75	3
-17	-75	3
-1	-75	3
-1	-75	3
-19	-105	3
-1	-75	3
-12	-210	3
-34	-150	3
-95	-15	3
-10	-150	3
-9	-45	3
-10	-120	3
-10	-180	3
-1	-75	3
-17	15	3
-1	-75	3
-1	-75	3
-9	-135	3
-84	-180	3
-1	-75	3
-27	-135	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-99	-255	3
-1	-75	3
-76	-150	3
-1	-75	3
-1	-75	3
62	70	4
-35	-165	3
-18	30	3
-13	-165	3
-27	-135	3
-12	-180	3
-1	-75	3
-17	-15	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-23	-15	3
-25	-75	3
-1	-75	3
-1	-75	3
-31	-225	3
-1	-75	3
-16	-120	3
-13	-135	3
-1	-75	3
-18	-150	3
-1	-75	3
-13	-165	3
-1	-75	3
-1	-75	3
-1	-75	3
-15	-195	3
-12	-60	3
-35	-165	3
-1	-75	3
-46	-90	3
-90	-180	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-46	-120	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-25	-165	3
-13	-165	3
75	85	4
-31	-135	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-89	-45	3
-25	-195	3
16	70	4
-1	-75	3
-29	-105	3
-20	-90	3
-1	-75	3
-1	-75	3
-16	-240	3
-1	-75	3
-8	-150	3
-1	-75	3
-29	-135	3
-1	-75	3
-1	-75	3
152	410	5
-1	-75	3
-31	-165	3
-122	-90	3
-1	-75	3
-1	-75	3
-67	-15	3
-67	-75	3
-1	-75	3
-27	-285	3
-1	-75	3
-11	-165	3
-14	-90	3
-1	-75	3
-25	-255	3
-1	-75	3
-8	-150	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-28	-150	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-18	0	3
-17	-165	3
-42	-150	3
-1	-75	3
-20	-150	3
-8	-150	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-10	-180	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-26	-150	3
-1	-75	3
-28	-150	3
28	250	4
-41	-75	3
-1	-75	3
-73	-75	3
-35	15	3
-1	-75	3
-17	-105	3
-47	-255	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-16	-30	3
-15	-75	3
-1	-75	3
-1	-75	3
-11	-225	3
-25	-45	3
-15	-15	3
-41	-315	3
-52	-90	3
-17	-195	3
-19	-165	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-19	-45	3
-1	-75	3
-11	-165	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-12	-150	3
-1	-75	3
-17	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-7	-135	3
-84	-30	3
-8	-30	3
-45	-45	3
-1	-75	3
-1	-75	3
-13	-195	3
-15	-105	3
-8	-30	3
-55	75	3
-32	-240	3
-12	-120	3
-1	-75	3
-1	-75	3
-1	-75	3
-76	90	3
-1	-75	3
-40	-30	3
-1	-75	3
-15	-105	3
-1	-75	3
75	235	4
-1	-75	3
-84	-150	3
-1	-75	3
-46	-180	3
142	140	5
-18	-150	3
-1	-75	3
-21	-195	3
-12	-120	3
-1	-75	3
-16	-180	3
-46	-60	3
-30	-180	3
-1	-75	3
-45	-195	3
-1	-75	3
-1	-75	3
-1	-75	3
-6	-150	3
-1	-75	3
-28	-180	3
-1	-75	3
-1	-75	3
-16	-180	3
-29	15	3
-12	-90	3
-25	-45	3
140	170	5
-42	0	3
-1	-75	3
-1	-75	3
-51	-15	3
-34	-90	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-13	-195	3
-1	-75	3
-56	-30	3
-1	-75	3
-1	-75	3
-42	-60	3
-8	-120	3
-14	-120	3
-1	-75	3
-1	-75	3
-1	-75	3
-9	-45	3
-54	-180	3
-16	-120	3
-1	-75	3
-102	30	3
-1	-75	3
-1	-75	3
-1	-75	3
-19	-45	3
-18	-90	3
-1	-75	3
-1	-75	3
-12	-30	3
-1	-75	3
-1	-75	3
-51	135	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-26	-150	3
-1	-75	3
-27	-135	3
-1	-75	3
-1	-75	3
-10	-150	3
-18	0	3
-1	-75	3
-7	-135	3
-26	-270	3
-26	-120	3
-1	-75	3
-1	-75	3
-1	-75	3
-7	-135	3
-8	-60	3
-1	-75	3
-1	-75	3
-73	-225	3
-1	-75	3
-36	-90	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-26	-60	3
-20	-210	3
-35	-195	3
-18	-120	3
52	70	4
-28	0	3
-1	-75	3
-37	-165	3
-1	-75	3
-1	-75	3
-1	-75	3
-20	-120	3
-8	-120	3
-26	60	3
-34	-150	3
-13	-195	3
-49	-15	3
-1	-75	3
-13	-105	3
-11	-105	3
-1	-75	3
92	10	4
-8	-120	3
-18	30	3
-42	-210	3
-61	-255	3
-1	-75	3
88	70	4
-1	-75	3
-20	-210	3
-13	-195	3
-103	75	3
-1	-75	3
-10	-180	3
-1	-75	3
-1	-75	3
-33	-165	3
-63	-195	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-10	-210	3
-24	-180	3
-62	-180	3
-25	-45	3
34	10	4
-27	-45	3
-14	-240	3
-19	-165	3
-7	-165	3
-6	-60	3
-16	-120	3
-6	0	3
-1	-75	3
-10	-150	3
-1	-75	3
-1	-75	3
-1	-75	3
-7	-165	3
-43	-255	3
-1	-75	3
-12	-150	3
-1	-75	3
-10	-150	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-8	-30	3
-33	-135	3
-40	-180	3
-1	-75	3
-1	-75	3
-1	-75	3
-19	-75	3
90	130	4
-18	-180	3
-1	-75	3
-29	-45	3
-1	-75	3
-1	-75	3
-35	-135	3
65	175	4
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-14	-60	3
-1	-75	3
-1	-75	3
-1	-75	3
-23	-165	3
-1	-75	3
-21	-285	3
-14	-120	3
-1	-75	3
-54	-60	3
-1	-75	3
-1	-75	3
-1	-75	3
-14	-210	3
-1	-75	3
-1	-75	3
-20	-270	3
79	-5	4
-13	-105	3
-1	-75	3
-35	15	3
-1	-75	3
-1	-75	3
-1	-75	3
-9	-135	3
-28	-150	3
-17	-255	3
-18	-150	3
-1	-75	3
81	145	4
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-70	-60	3
-1	-75	3
-1	-75	3
-53	-135	3
-108	-240	3
-38	-270	3
-1	-75	3
-1	-75	3
-18	-180	3
-1	-75	3
181	245	5
-19	-105	3
-10	-180	3
-1	-75	3
-1	-75	3
-70	-270	3
-19	-255	3
-49	-165	3
-25	-225	3
-1	-75	3
-17	-105	3
-56	0	3
-1	-75	3
-1	-75	3
-27	-165	3
-1	-75	3
-37	15	3
-1	-75	3
-1	-75	3
-1	-75	3
-18	-270	3
-34	0	3
-18	-60	3
-1	-75	3
-20	60	3
-1	-75	3
-1	-75	3
-23	-45	3
-1	-75	3
-1	-75	3
-32	-210	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-57	75	3
-1	-75	3
-1	-75	3
-25	-135	3
-12	-180	3
-12	-150	3
85	25	4
-1	-75	3
-1	-75	3
-1	-75	3
-19	-285	3
-20	-150	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-6	-150	3
-1	-75	3
-25	-195	3
-1	-75	3
-1	-75	3
-45	-225	3
-1	-75	3
-7	-135	3
-1	-75	3
-21	-75	3
-15	-285	3
-17	-165	3
-85	-135	3
-1	-75	3
-32	-150	3
-1	-75	3
-50	30	3
-15	-45	3
54	40	4
-1	-75	3
-1	-75	3
-1	-75	3
-12	-180	3
-1	-75	3
-1	-75	3
-9	-195	3
-1	-75	3
-1	-75	3
-15	-45	3
-1	-75	3
-1	-75	3
-1	-75	3
-48	-150	3
-13	-195	3
-1	-75	3
-24	60	3
-15	-165	3
-1	-75	3
-21	-45	3
-1	-75	3
-1	-75	3
43	-35	4
-1	-75	3
-46	-120	3
-31	-75	3
-43	-135	3
-1	-75	3
-1	-75	3
-12	-150	3
-89	-45	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-12	-150	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-28	-210	3
60	-80	4
-1	-75	3
-31	-195	3
-29	-135	3
-1	-75	3
-1	-75	3
-1	-75	3
-30	-270	3
-15	-135	3
-64	90	3
-10	-150	3
-1	-75	3
-1	-75	3
-1	-75	3
-11	-15	3
-1	-75	3
-7	-165	3
-12	-120	3
-20	-240	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-14	-210	3
-1	-75	3
36	70	4
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-36	-90	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-15	-135	3
-1	-75	3
-13	-135	3
-14	-60	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
66	280	4
-28	-240	3
-1	-75	3
-1	-75	3
-1	-75	3
-24	-120	3
-1	-75	3
-1	-75	3
-1	-75	3
-9	-165	3
-9	-105	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-39	-15	3
-13	-135	3
-1	-75	3
-1	-75	3
-1	-75	3
-7	-165	3
-1	-75	3
-20	10	4
-23	-105	3
-97	15	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-70	-180	3
-53	-195	3
64	10	4
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-20	-60	3
-11	-105	3
-17	-45	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-35	-255	3
-13	-105	3
-1	-75	3
-1	-75	3
-14	-240	3
-1	-75	3
-30	-150	3
-1	-75	3
-1	-75	3
-18	-180	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-28	-30	3
-13	-135	3
-1	-75	3
-1	-75	3
-15	-165	3
-1	-75	3
-18	-210	3
9	-95	4
-1	-75	3
-21	-135	3
-1	-75	3
-16	-60	3
-1	-75	3
-12	-180	3
-1	-75	3
-11	-195	3
-6	-150	3
-30	-90	3
-14	-180	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-15	-135	3
-1	-75	3
-7	-45	3
-1	-75	3
-1	-75	3
-1	-75	3
-32	-180	3
-44	30	3
-16	-180	3
-1	-75	3
-1	-75	3
-23	-165	3
-10	-120	3
-16	-120	3
-1	-75	3
-16	-120	3
-20	-60	3
-1	-75	3
-10	-120	3
-1	-75	3
-1	-75	3
-33	105	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-8	-150	3
-18	-120	3
-112	-180	3
-14	-90	3
-14	-90	3
-1	-75	3
-1	-75	3
-21	-165	3
-12	-60	3
-30	-120	3
-1	-75	3
-1	-75	3
-34	-180	3
-1	-75	3
-39	-135	3
-34	-60	3
-7	-165	3
-50	-120	3
49	-35	4
-27	-75	3
-1	-75	3
-1	-75	3
-33	-285	3
-1	-75	3
-1	-75	3
-1	-75	3
-10	-30	3
-1	-75	3
-1	-75	3
-31	-135	3
-10	-180	3
-1	-75	3
-41	-195	3
-43	-45	3
-1	-75	3
-24	-30	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-37	-195	3
-1	-75	3
-17	-75	3
-1	-75	3
-55	-75	3
-1	-75	3
-1	-75	3
-19	-45	3
-33	105	3
-34	-240	3
-7	-135	3
-1	-75	3
-1	-75	3
64	70	4
-1	-75	3
-17	-75	3
-29	-135	3
-36	-150	3
-37	-105	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-24	-90	3
-69	-225	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-35	-135	3
-9	-195	3
-1	-75	3
-50	-30	3
-34	0	3
-91	15	3
-10	-150	3
-9	-165	3
-1	-75	3
-10	-180	3
-38	-180	3
-36	-150	3
-1	-75	3
78	70	4
-1	-75	3
-62	90	3
-20	-180	3
-38	-180	3
-1	-75	3
-1	-75	3
-38	-150	3
-27	-255	3
-1	-75	3
-12	-120	3
-1	-75	3
-55	45	3
-19	-195	3
-1	-75	3
-21	-75	3
-1	-75	3
-1	-75	3
-31	-135	3
-12	-240	3
-1	-75	3
-13	-165	3
-1	-75	3
-1	-75	3
-18	-120	3
-18	-150	3
-11	-225	3
-1	-75	3
-43	-45	3
-12	-150	3
-16	-120	3
-1	-75	3
-42	-150	3
-29	-195	3
-17	-5	4
-1	-75	3
-1	-75	3
-1	-75	3
-20	-150	3
-1	-75	3
-84	-90	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-30	30	3
-12	-30	3
-1	-75	3
-1	-75	3
-10	-90	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-10	-180	3
-1	-75	3
-1	-75	3
-1	-75	3
-1	-75	3
-33	-195	3
-1	-75	3
-1	-75	3
-30	30	3
-1	-75	3
-1	-75	3
-37	-105	3
-36	30	3
-1	-75	3
-1	-75	3
-1	-75	3
-17	-15	3
-40	-210	3
-1	-75	3
-17	-165	3
